Year,Month,Community,Category,Patient Count
2018,9,ALBERT PARK/RADISSON HEIGHTS,Asthma,104
2018,10,ALBERT PARK/RADISSON HEIGHTS,Asthma,129
2018,11,ALBERT PARK/RADISSON HEIGHTS,Asthma,82
2018,12,ALBERT PARK/RADISSON HEIGHTS,Asthma,106
2019,1,ALBERT PARK/RADISSON HEIGHTS,Asthma,111
2019,2,ALBERT PARK/RADISSON HEIGHTS,Asthma,80
2019,3,ALBERT PARK/RADISSON HEIGHTS,Asthma,113
2019,4,ALBERT PARK/RADISSON HEIGHTS,Asthma,117
2019,5,ALBERT PARK/RADISSON HEIGHTS,Asthma,132
2019,6,ALBERT PARK/RADISSON HEIGHTS,Asthma,134
2019,7,ALBERT PARK/RADISSON HEIGHTS,Asthma,148
2019,8,ALBERT PARK/RADISSON HEIGHTS,Asthma,158
2019,9,ALBERT PARK/RADISSON HEIGHTS,Asthma,119
2019,10,ALBERT PARK/RADISSON HEIGHTS,Asthma,97
2019,11,ALBERT PARK/RADISSON HEIGHTS,Asthma,69
2019,12,ALBERT PARK/RADISSON HEIGHTS,Asthma,76
2020,1,ALBERT PARK/RADISSON HEIGHTS,Asthma,82
2020,2,ALBERT PARK/RADISSON HEIGHTS,Asthma,108
2020,3,ALBERT PARK/RADISSON HEIGHTS,Asthma,119
2020,4,ALBERT PARK/RADISSON HEIGHTS,Asthma,95
2020,5,ALBERT PARK/RADISSON HEIGHTS,Asthma,131
2020,6,ALBERT PARK/RADISSON HEIGHTS,Asthma,143
2020,7,ALBERT PARK/RADISSON HEIGHTS,Asthma,139
2020,8,ALBERT PARK/RADISSON HEIGHTS,Asthma,133
2020,9,ALBERT PARK/RADISSON HEIGHTS,Asthma,114
2020,10,ALBERT PARK/RADISSON HEIGHTS,Asthma,124
2020,11,ALBERT PARK/RADISSON HEIGHTS,Asthma,141
2020,12,ALBERT PARK/RADISSON HEIGHTS,Asthma,140
2021,1,ALBERT PARK/RADISSON HEIGHTS,Asthma,96
2021,2,ALBERT PARK/RADISSON HEIGHTS,Asthma,67
2021,3,ALBERT PARK/RADISSON HEIGHTS,Asthma,98
2021,4,ALBERT PARK/RADISSON HEIGHTS,Asthma,143
2021,5,ALBERT PARK/RADISSON HEIGHTS,Asthma,146
2021,6,ALBERT PARK/RADISSON HEIGHTS,Asthma,168
2021,7,ALBERT PARK/RADISSON HEIGHTS,Asthma,172
2021,8,ALBERT PARK/RADISSON HEIGHTS,Asthma,126
2021,9,ALBERT PARK/RADISSON HEIGHTS,Asthma,157
2021,10,ALBERT PARK/RADISSON HEIGHTS,Asthma,130
2021,11,ALBERT PARK/RADISSON HEIGHTS,Asthma,115
2021,12,ALBERT PARK/RADISSON HEIGHTS,Asthma,109
2022,1,ALBERT PARK/RADISSON HEIGHTS,Asthma,82
2022,2,ALBERT PARK/RADISSON HEIGHTS,Asthma,96
2022,3,ALBERT PARK/RADISSON HEIGHTS,Asthma,100
2022,4,ALBERT PARK/RADISSON HEIGHTS,Asthma,88
2022,5,ALBERT PARK/RADISSON HEIGHTS,Asthma,124
2022,6,ALBERT PARK/RADISSON HEIGHTS,Asthma,103
2022,7,ALBERT PARK/RADISSON HEIGHTS,Asthma,128
2022,8,ALBERT PARK/RADISSON HEIGHTS,Asthma,128
2022,9,ALBERT PARK/RADISSON HEIGHTS,Asthma,105
2022,10,ALBERT PARK/RADISSON HEIGHTS,Asthma,98
2022,11,ALBERT PARK/RADISSON HEIGHTS,Asthma,59
2022,12,ALBERT PARK/RADISSON HEIGHTS,Asthma,79
2023,1,ALBERT PARK/RADISSON HEIGHTS,Asthma,105
2023,2,ALBERT PARK/RADISSON HEIGHTS,Asthma,85
2023,3,ALBERT PARK/RADISSON HEIGHTS,Asthma,91
2023,4,ALBERT PARK/RADISSON HEIGHTS,Asthma,112
2023,5,ALBERT PARK/RADISSON HEIGHTS,Asthma,132
2023,6,ALBERT PARK/RADISSON HEIGHTS,Asthma,113
2023,7,ALBERT PARK/RADISSON HEIGHTS,Asthma,121
2023,8,ALBERT PARK/RADISSON HEIGHTS,Asthma,123
2023,9,ALBERT PARK/RADISSON HEIGHTS,Asthma,70
2023,10,ALBERT PARK/RADISSON HEIGHTS,Asthma,98
2023,11,ALBERT PARK/RADISSON HEIGHTS,Asthma,80
2023,12,ALBERT PARK/RADISSON HEIGHTS,Asthma,69
2024,1,ALBERT PARK/RADISSON HEIGHTS,Asthma,65
2024,2,ALBERT PARK/RADISSON HEIGHTS,Asthma,72
2018,3,ALPINE PARK,Asthma,1
2018,6,ALPINE PARK,Asthma,1
2018,7,ALPINE PARK,Asthma,1
2018,10,ALPINE PARK,Asthma,1
2019,1,ALPINE PARK,Asthma,1
2019,11,ALPINE PARK,Asthma,1
2020,12,ALPINE PARK,Asthma,1
2021,1,ALPINE PARK,Asthma,1
2021,3,ALPINE PARK,Asthma,1
2021,11,ALPINE PARK,Asthma,1
2021,12,ALPINE PARK,Asthma,1
2022,1,ALPINE PARK,Asthma,1
2022,2,ALPINE PARK,Asthma,1
2022,5,ALPINE PARK,Asthma,1
2022,7,ALPINE PARK,Asthma,1
2022,9,ALPINE PARK,Asthma,1
2022,10,ALPINE PARK,Asthma,1
2023,2,ALPINE PARK,Asthma,3
2023,3,ALPINE PARK,Asthma,2
2023,4,ALPINE PARK,Asthma,1
2023,5,ALPINE PARK,Asthma,2
2023,7,ALPINE PARK,Asthma,1
2023,9,ALPINE PARK,Asthma,2
2023,10,ALPINE PARK,Asthma,3
2023,11,ALPINE PARK,Asthma,1
2023,12,ALPINE PARK,Asthma,1
2024,1,ALPINE PARK,Asthma,5
2024,2,ALPINE PARK,Asthma,2
2018,1,ALTADORE,Asthma,21
2018,2,ALTADORE,Asthma,10
2018,3,ALTADORE,Asthma,15
2018,4,ALTADORE,Asthma,19
2018,5,ALTADORE,Asthma,25
2018,6,ALTADORE,Asthma,21
2018,7,ALTADORE,Asthma,29
2018,8,ALTADORE,Asthma,19
2018,9,ALTADORE,Asthma,16
2018,10,ALTADORE,Asthma,25
2018,11,ALTADORE,Asthma,23
2018,12,ALTADORE,Asthma,13
2019,1,ALTADORE,Asthma,18
2019,2,ALTADORE,Asthma,12
2019,3,ALTADORE,Asthma,23
2019,4,ALTADORE,Asthma,12
2019,5,ALTADORE,Asthma,21
2019,6,ALTADORE,Asthma,26
2019,7,ALTADORE,Asthma,17
2019,8,ALTADORE,Asthma,18
2019,9,ALTADORE,Asthma,17
2019,10,ALTADORE,Asthma,15
2019,11,ALTADORE,Asthma,30
2019,12,ALTADORE,Asthma,25
2020,1,ALTADORE,Asthma,22
2020,2,ALTADORE,Asthma,11
2020,3,ALTADORE,Asthma,18
2020,4,ALTADORE,Asthma,24
2020,5,ALTADORE,Asthma,22
2020,6,ALTADORE,Asthma,32
2020,7,ALTADORE,Asthma,36
2020,8,ALTADORE,Asthma,37
2020,9,ALTADORE,Asthma,41
2020,10,ALTADORE,Asthma,25
2020,11,ALTADORE,Asthma,24
2020,12,ALTADORE,Asthma,15
2021,1,ALTADORE,Asthma,21
2021,2,ALTADORE,Asthma,14
2021,3,ALTADORE,Asthma,24
2021,4,ALTADORE,Asthma,18
2021,5,ALTADORE,Asthma,35
2021,6,ALTADORE,Asthma,26
2021,7,ALTADORE,Asthma,19
2021,8,ALTADORE,Asthma,33
2021,9,ALTADORE,Asthma,31
2021,10,ALTADORE,Asthma,12
2021,11,ALTADORE,Asthma,17
2021,12,ALTADORE,Asthma,11
2022,1,ALTADORE,Asthma,29
2022,2,ALTADORE,Asthma,12
2022,3,ALTADORE,Asthma,22
2022,4,ALTADORE,Asthma,12
2022,5,ALTADORE,Asthma,15
2022,6,ALTADORE,Asthma,15
2022,7,ALTADORE,Asthma,22
2022,8,ALTADORE,Asthma,21
2022,9,ALTADORE,Asthma,12
2022,10,ALTADORE,Asthma,11
2022,11,ALTADORE,Asthma,9
2022,12,ALTADORE,Asthma,5
2023,1,ALTADORE,Asthma,12
2023,2,ALTADORE,Asthma,11
2023,3,ALTADORE,Asthma,12
2023,4,ALTADORE,Asthma,14
2023,5,ALTADORE,Asthma,19
2023,6,ALTADORE,Asthma,25
2023,7,ALTADORE,Asthma,16
2023,8,ALTADORE,Asthma,24
2023,9,ALTADORE,Asthma,30
2023,10,ALTADORE,Asthma,13
2023,11,ALTADORE,Asthma,11
2023,12,ALTADORE,Asthma,9
2024,1,ALTADORE,Asthma,12
2024,2,ALTADORE,Asthma,6
2018,1,ALYTH/BONNYBROOK,Asthma,8
2018,2,ALYTH/BONNYBROOK,Asthma,4
2018,3,ALYTH/BONNYBROOK,Asthma,10
2018,4,ALYTH/BONNYBROOK,Asthma,7
2018,5,ALYTH/BONNYBROOK,Asthma,13
2018,6,ALYTH/BONNYBROOK,Asthma,12
2018,7,ALYTH/BONNYBROOK,Asthma,17
2018,8,ALYTH/BONNYBROOK,Asthma,10
2018,9,ALYTH/BONNYBROOK,Asthma,17
2018,10,ALYTH/BONNYBROOK,Asthma,13
2018,11,ALYTH/BONNYBROOK,Asthma,12
2018,12,ALYTH/BONNYBROOK,Asthma,10
2019,1,ALYTH/BONNYBROOK,Asthma,10
2019,2,ALYTH/BONNYBROOK,Asthma,8
2019,3,ALYTH/BONNYBROOK,Asthma,11
2019,4,ALYTH/BONNYBROOK,Asthma,14
2019,5,ALYTH/BONNYBROOK,Asthma,16
2019,6,ALYTH/BONNYBROOK,Asthma,8
2019,7,ALYTH/BONNYBROOK,Asthma,7
2019,8,ALYTH/BONNYBROOK,Asthma,13
2019,9,ALYTH/BONNYBROOK,Asthma,16
2019,10,ALYTH/BONNYBROOK,Asthma,10
2019,11,ALYTH/BONNYBROOK,Asthma,14
2019,12,ALYTH/BONNYBROOK,Asthma,13
2020,1,ALYTH/BONNYBROOK,Asthma,18
2020,2,ALYTH/BONNYBROOK,Asthma,6
2020,3,ALYTH/BONNYBROOK,Asthma,11
2020,4,ALYTH/BONNYBROOK,Asthma,8
2020,5,ALYTH/BONNYBROOK,Asthma,11
2020,6,ALYTH/BONNYBROOK,Asthma,10
2020,7,ALYTH/BONNYBROOK,Asthma,13
2020,8,ALYTH/BONNYBROOK,Asthma,12
2020,9,ALYTH/BONNYBROOK,Asthma,7
2020,10,ALYTH/BONNYBROOK,Asthma,9
2020,11,ALYTH/BONNYBROOK,Asthma,6
2020,12,ALYTH/BONNYBROOK,Asthma,6
2021,1,ALYTH/BONNYBROOK,Asthma,13
2021,2,ALYTH/BONNYBROOK,Asthma,5
2021,3,ALYTH/BONNYBROOK,Asthma,5
2021,4,ALYTH/BONNYBROOK,Asthma,5
2021,5,ALYTH/BONNYBROOK,Asthma,10
2021,6,ALYTH/BONNYBROOK,Asthma,4
2021,7,ALYTH/BONNYBROOK,Asthma,2
2021,8,ALYTH/BONNYBROOK,Asthma,9
2021,9,ALYTH/BONNYBROOK,Asthma,6
2021,10,ALYTH/BONNYBROOK,Asthma,9
2021,11,ALYTH/BONNYBROOK,Asthma,5
2021,12,ALYTH/BONNYBROOK,Asthma,7
2022,1,ALYTH/BONNYBROOK,Asthma,5
2022,2,ALYTH/BONNYBROOK,Asthma,11
2022,3,ALYTH/BONNYBROOK,Asthma,5
2022,4,ALYTH/BONNYBROOK,Asthma,9
2022,5,ALYTH/BONNYBROOK,Asthma,14
2022,6,ALYTH/BONNYBROOK,Asthma,10
2022,7,ALYTH/BONNYBROOK,Asthma,9
2022,8,ALYTH/BONNYBROOK,Asthma,8
2022,9,ALYTH/BONNYBROOK,Asthma,16
2022,10,ALYTH/BONNYBROOK,Asthma,7
2022,11,ALYTH/BONNYBROOK,Asthma,4
2022,12,ALYTH/BONNYBROOK,Asthma,3
2023,1,ALYTH/BONNYBROOK,Asthma,5
2023,2,ALYTH/BONNYBROOK,Asthma,3
2023,3,ALYTH/BONNYBROOK,Asthma,7
2023,4,ALYTH/BONNYBROOK,Asthma,11
2023,5,ALYTH/BONNYBROOK,Asthma,15
2023,6,ALYTH/BONNYBROOK,Asthma,12
2023,7,ALYTH/BONNYBROOK,Asthma,13
2023,8,ALYTH/BONNYBROOK,Asthma,14
2023,9,ALYTH/BONNYBROOK,Asthma,6
2023,10,ALYTH/BONNYBROOK,Asthma,9
2023,11,ALYTH/BONNYBROOK,Asthma,6
2023,12,ALYTH/BONNYBROOK,Asthma,3
2024,1,ALYTH/BONNYBROOK,Asthma,3
2024,2,ALYTH/BONNYBROOK,Asthma,3
2021,11,AMBLETON,Asthma,1
2022,1,AMBLETON,Asthma,2
2022,2,AMBLETON,Asthma,1
2022,8,AMBLETON,Asthma,1
2022,9,AMBLETON,Asthma,1
2022,10,AMBLETON,Asthma,2
2023,6,AMBLETON,Asthma,1
2023,7,AMBLETON,Asthma,3
2023,8,AMBLETON,Asthma,1
2023,9,AMBLETON,Asthma,1
2023,10,AMBLETON,Asthma,3
2023,11,AMBLETON,Asthma,1
2023,12,AMBLETON,Asthma,1
2024,1,AMBLETON,Asthma,2
2024,2,AMBLETON,Asthma,3
2018,1,APPLEWOOD PARK,Asthma,20
2018,2,APPLEWOOD PARK,Asthma,6
2018,3,APPLEWOOD PARK,Asthma,14
2018,4,APPLEWOOD PARK,Asthma,29
2018,5,APPLEWOOD PARK,Asthma,35
2018,6,APPLEWOOD PARK,Asthma,25
2018,7,APPLEWOOD PARK,Asthma,41
2018,8,APPLEWOOD PARK,Asthma,32
2018,9,APPLEWOOD PARK,Asthma,21
2018,10,APPLEWOOD PARK,Asthma,18
2018,11,APPLEWOOD PARK,Asthma,20
2018,12,APPLEWOOD PARK,Asthma,23
2019,1,APPLEWOOD PARK,Asthma,28
2019,2,APPLEWOOD PARK,Asthma,15
2019,3,APPLEWOOD PARK,Asthma,26
2019,4,APPLEWOOD PARK,Asthma,35
2019,5,APPLEWOOD PARK,Asthma,33
2019,6,APPLEWOOD PARK,Asthma,36
2019,7,APPLEWOOD PARK,Asthma,20
2019,8,APPLEWOOD PARK,Asthma,24
2019,9,APPLEWOOD PARK,Asthma,28
2019,10,APPLEWOOD PARK,Asthma,29
2019,11,APPLEWOOD PARK,Asthma,26
2019,12,APPLEWOOD PARK,Asthma,16
2020,1,APPLEWOOD PARK,Asthma,26
2020,2,APPLEWOOD PARK,Asthma,13
2020,3,APPLEWOOD PARK,Asthma,29
2020,4,APPLEWOOD PARK,Asthma,23
2020,5,APPLEWOOD PARK,Asthma,26
2020,6,APPLEWOOD PARK,Asthma,24
2020,7,APPLEWOOD PARK,Asthma,35
2020,8,APPLEWOOD PARK,Asthma,22
2020,9,APPLEWOOD PARK,Asthma,25
2020,10,APPLEWOOD PARK,Asthma,19
2020,11,APPLEWOOD PARK,Asthma,19
2020,12,APPLEWOOD PARK,Asthma,22
2021,1,APPLEWOOD PARK,Asthma,18
2021,2,APPLEWOOD PARK,Asthma,12
2021,3,APPLEWOOD PARK,Asthma,21
2021,4,APPLEWOOD PARK,Asthma,25
2021,5,APPLEWOOD PARK,Asthma,15
2021,6,APPLEWOOD PARK,Asthma,32
2021,7,APPLEWOOD PARK,Asthma,21
2021,8,APPLEWOOD PARK,Asthma,18
2021,9,APPLEWOOD PARK,Asthma,26
2021,10,APPLEWOOD PARK,Asthma,17
2021,11,APPLEWOOD PARK,Asthma,18
2021,12,APPLEWOOD PARK,Asthma,16
2022,1,APPLEWOOD PARK,Asthma,23
2022,2,APPLEWOOD PARK,Asthma,13
2022,3,APPLEWOOD PARK,Asthma,16
2022,4,APPLEWOOD PARK,Asthma,11
2022,5,APPLEWOOD PARK,Asthma,13
2022,6,APPLEWOOD PARK,Asthma,20
2022,7,APPLEWOOD PARK,Asthma,21
2022,8,APPLEWOOD PARK,Asthma,23
2022,9,APPLEWOOD PARK,Asthma,29
2022,10,APPLEWOOD PARK,Asthma,20
2022,11,APPLEWOOD PARK,Asthma,7
2022,12,APPLEWOOD PARK,Asthma,20
2023,1,APPLEWOOD PARK,Asthma,21
2023,2,APPLEWOOD PARK,Asthma,16
2023,3,APPLEWOOD PARK,Asthma,19
2023,4,APPLEWOOD PARK,Asthma,19
2023,5,APPLEWOOD PARK,Asthma,26
2023,6,APPLEWOOD PARK,Asthma,21
2023,7,APPLEWOOD PARK,Asthma,25
2023,8,APPLEWOOD PARK,Asthma,25
2023,9,APPLEWOOD PARK,Asthma,17
2023,10,APPLEWOOD PARK,Asthma,12
2023,11,APPLEWOOD PARK,Asthma,20
2023,12,APPLEWOOD PARK,Asthma,12
2024,1,APPLEWOOD PARK,Asthma,19
2024,2,APPLEWOOD PARK,Asthma,13
2018,1,ARBOUR LAKE,Asthma,60
2018,2,ARBOUR LAKE,Asthma,45
2018,3,ARBOUR LAKE,Asthma,50
2018,4,ARBOUR LAKE,Asthma,56
2018,5,ARBOUR LAKE,Asthma,81
2018,6,ARBOUR LAKE,Asthma,66
2018,7,ARBOUR LAKE,Asthma,59
2018,8,ARBOUR LAKE,Asthma,51
2018,9,ARBOUR LAKE,Asthma,50
2018,10,ARBOUR LAKE,Asthma,53
2018,11,ARBOUR LAKE,Asthma,47
2018,12,ARBOUR LAKE,Asthma,70
2019,1,ARBOUR LAKE,Asthma,69
2019,2,ARBOUR LAKE,Asthma,34
2019,3,ARBOUR LAKE,Asthma,49
2019,4,ARBOUR LAKE,Asthma,53
2019,5,ARBOUR LAKE,Asthma,65
2019,6,ARBOUR LAKE,Asthma,44
2019,7,ARBOUR LAKE,Asthma,52
2019,8,ARBOUR LAKE,Asthma,48
2019,9,ARBOUR LAKE,Asthma,34
2019,10,ARBOUR LAKE,Asthma,47
2019,11,ARBOUR LAKE,Asthma,42
2019,12,ARBOUR LAKE,Asthma,38
2020,1,ARBOUR LAKE,Asthma,34
2020,2,ARBOUR LAKE,Asthma,43
2020,3,ARBOUR LAKE,Asthma,45
2020,4,ARBOUR LAKE,Asthma,39
2020,5,ARBOUR LAKE,Asthma,57
2020,6,ARBOUR LAKE,Asthma,55
2020,7,ARBOUR LAKE,Asthma,53
2020,8,ARBOUR LAKE,Asthma,62
2020,9,ARBOUR LAKE,Asthma,62
2020,10,ARBOUR LAKE,Asthma,64
2020,11,ARBOUR LAKE,Asthma,61
2020,12,ARBOUR LAKE,Asthma,73
2021,1,ARBOUR LAKE,Asthma,91
2021,2,ARBOUR LAKE,Asthma,93
2021,3,ARBOUR LAKE,Asthma,78
2021,4,ARBOUR LAKE,Asthma,70
2021,5,ARBOUR LAKE,Asthma,57
2021,6,ARBOUR LAKE,Asthma,41
2021,7,ARBOUR LAKE,Asthma,45
2021,8,ARBOUR LAKE,Asthma,38
2021,9,ARBOUR LAKE,Asthma,38
2021,10,ARBOUR LAKE,Asthma,50
2021,11,ARBOUR LAKE,Asthma,49
2021,12,ARBOUR LAKE,Asthma,69
2022,1,ARBOUR LAKE,Asthma,54
2022,2,ARBOUR LAKE,Asthma,53
2022,3,ARBOUR LAKE,Asthma,55
2022,4,ARBOUR LAKE,Asthma,53
2022,5,ARBOUR LAKE,Asthma,73
2022,6,ARBOUR LAKE,Asthma,78
2022,7,ARBOUR LAKE,Asthma,46
2022,8,ARBOUR LAKE,Asthma,41
2022,9,ARBOUR LAKE,Asthma,56
2022,10,ARBOUR LAKE,Asthma,53
2022,11,ARBOUR LAKE,Asthma,77
2022,12,ARBOUR LAKE,Asthma,90
2023,1,ARBOUR LAKE,Asthma,80
2023,2,ARBOUR LAKE,Asthma,88
2023,3,ARBOUR LAKE,Asthma,89
2023,4,ARBOUR LAKE,Asthma,93
2023,5,ARBOUR LAKE,Asthma,69
2023,6,ARBOUR LAKE,Asthma,46
2023,7,ARBOUR LAKE,Asthma,64
2023,8,ARBOUR LAKE,Asthma,63
2023,9,ARBOUR LAKE,Asthma,64
2023,10,ARBOUR LAKE,Asthma,39
2023,11,ARBOUR LAKE,Asthma,113
2023,12,ARBOUR LAKE,Asthma,92
2024,1,ARBOUR LAKE,Asthma,59
2024,2,ARBOUR LAKE,Asthma,49
2018,1,ASPEN WOODS,Asthma,14
2018,2,ASPEN WOODS,Asthma,5
2018,3,ASPEN WOODS,Asthma,9
2018,4,ASPEN WOODS,Asthma,13
2018,5,ASPEN WOODS,Asthma,17
2018,6,ASPEN WOODS,Asthma,20
2018,7,ASPEN WOODS,Asthma,17
2018,8,ASPEN WOODS,Asthma,16
2018,9,ASPEN WOODS,Asthma,17
2018,10,ASPEN WOODS,Asthma,18
2018,11,ASPEN WOODS,Asthma,12
2018,12,ASPEN WOODS,Asthma,7
2019,1,ASPEN WOODS,Asthma,8
2019,2,ASPEN WOODS,Asthma,8
2019,3,ASPEN WOODS,Asthma,10
2019,4,ASPEN WOODS,Asthma,15
2019,5,ASPEN WOODS,Asthma,12
2019,6,ASPEN WOODS,Asthma,11
2019,7,ASPEN WOODS,Asthma,9
2019,8,ASPEN WOODS,Asthma,21
2019,9,ASPEN WOODS,Asthma,15
2019,10,ASPEN WOODS,Asthma,18
2019,11,ASPEN WOODS,Asthma,10
2019,12,ASPEN WOODS,Asthma,12
2020,1,ASPEN WOODS,Asthma,13
2020,2,ASPEN WOODS,Asthma,9
2020,3,ASPEN WOODS,Asthma,7
2020,4,ASPEN WOODS,Asthma,18
2020,5,ASPEN WOODS,Asthma,21
2020,6,ASPEN WOODS,Asthma,17
2020,7,ASPEN WOODS,Asthma,11
2020,8,ASPEN WOODS,Asthma,16
2020,9,ASPEN WOODS,Asthma,20
2020,10,ASPEN WOODS,Asthma,17
2020,11,ASPEN WOODS,Asthma,13
2020,12,ASPEN WOODS,Asthma,12
